epoch,train_loss,train_acc,test_loss,test_acc
176,0.035801615,0.99338,0.912154143,0.772300005
177,0.036641994,0.99332,0.912841966,0.773899972
178,0.037179722,0.9925,0.914182402,0.773999989
179,0.034706401,0.99402,0.912097514,0.772899985
180,0.035017204,0.99376,0.910004229,0.772000015
181,0.034972683,0.9935,0.906204529,0.771600008
182,0.034325588,0.99406,0.908445164,0.772099972
183,0.033582861,0.99416,0.907337387,0.771200001
184,0.034274934,0.99396,0.908494749,0.772099972
185,0.035252565,0.99384,0.911153582,0.771899998
186,0.032953475,0.99456,0.906086788,0.774299979
187,0.034648628,0.99394,0.908162826,0.773400009
188,0.034526924,0.99384,0.90445793,0.774999976
189,0.03430906,0.99372,0.9028519,0.774500012
190,0.035440854,0.99362,0.914179491,0.771099985
191,0.034404061,0.99398,0.91212345,0.769500017
192,0.033844829,0.99406,0.913257075,0.771700025
193,0.032755328,0.99452,0.906631438,0.774999976
194,0.033554146,0.99424,0.905002656,0.773400009
195,0.033543405,0.99434,0.908717039,0.773100019
196,0.031699536,0.9948,0.905525064,0.774200022
197,0.033715497,0.99446,0.905713005,0.774900019
198,0.033325821,0.99432,0.908853401,0.774500012
199,0.03298109,0.9942,0.910501445,0.77579999
200,0.03139036,0.99538,0.906011369,0.77700001
""
epoch,train_loss,train_acc,test_loss,test_acc
