epoch,train_loss,train_acc,test_loss,test_acc
55,0.50941005,0.863759995,1.253649004,0.682500005
56,0.543314275,0.855780005,1.198358791,0.693300009
57,0.611007954,0.844399989,1.276154611,0.680400014
58,0.586390224,0.851220012,1.327934826,0.660099983
59,0.568132445,0.85206002,1.216830701,0.681699991
60,0.527294936,0.861220002,1.309595857,0.671800017
61,0.592602214,0.847859979,1.288755185,0.672800004
62,0.574381454,0.858420014,1.318938337,0.66140002
63,0.547374976,0.857980013,1.34192407,0.662899971
64,0.527568399,0.860300004,1.294627476,0.675899982
65,0.526510733,0.861440003,1.287076236,0.677399993
66,0.534357922,0.864000022,1.251112839,0.681699991
67,0.578685867,0.855499983,1.281823011,0.673200011
68,0.531258286,0.864880025,1.206061861,0.694999993
69,0.491176206,0.873939991,1.271591892,0.685800016
70,0.570324501,0.854260027,1.31445506,0.668299973
71,0.582346606,0.85777998,1.265180631,0.684700012
72,0.453672333,0.882700026,1.217763435,0.694599986
73,0.543078842,0.861000001,1.323649081,0.677100003
74,0.497374205,0.876779974,1.187914358,0.700399995
75,0.515559122,0.867799997,1.321277372,0.666199982
76,0.570443965,0.857620001,1.235696367,0.685599983
77,0.484925566,0.87944001,1.275121744,0.683200002
78,0.575258785,0.859879971,1.308368516,0.675000012
79,0.551430715,0.859600008,1.290103167,0.671299994
80,0.524161472,0.869579971,1.296140519,0.680700004
81,0.354141563,0.917280018,0.922959571,0.75819999
82,0.274772545,0.947899997,0.942391256,0.751900017
83,0.304564356,0.941439986,0.942454514,0.754999995
84,0.277978762,0.945219994,0.932528346,0.755299985
85,0.232115026,0.955540001,0.947495306,0.758400023
86,0.247848156,0.949199975,0.960303552,0.754100025
87,0.251691671,0.955060005,0.919763269,0.763000011
88,0.208228065,0.955139995,0.918832105,0.765299976
89,0.210501339,0.963999987,0.93178601,0.760299981
90,0.233066298,0.955299973,0.900363658,0.766099989
91,0.203656753,0.959039986,0.96809674,0.752300024
92,0.239695925,0.953540027,0.921954917,0.760399997
93,0.268094503,0.949660003,0.914533633,0.763700008
94,0.190396062,0.965579987,0.907453266,0.768599987
95,0.202045634,0.963840008,0.95552967,0.758300006
96,0.200291567,0.961319983,0.942819197,0.757399976
97,0.234342477,0.955900013,0.928270041,0.762199998
98,0.200838512,0.969579995,0.923885751,0.765999973
99,0.253529425,0.951279998,0.962059576,0.755500019
100,0.22906444,0.954699993,0.924694656,0.766200006
101,0.239655425,0.954479992,0.981984481,0.752399981
102,0.211423303,0.961920023,0.973298152,0.757600009
103,0.234010422,0.953320026,0.96808796,0.751699984
104,0.198424159,0.96262002,0.998653273,0.751800001
105,0.195805847,0.966859996,0.954322949,0.75999999
106,0.217484862,0.955200016,1.009330448,0.747699976
107,0.324363887,0.92711997,0.988907557,0.75150001
108,0.257130143,0.944500029,0.953470339,0.761900008
109,0.183522507,0.965680003,0.967681025,0.754700005
110,0.259855303,0.947139978,0.994675299,0.750199974
111,0.207986625,0.957819998,1.020994069,0.745700002
112,0.235124733,0.957859993,0.958547462,0.759199977
113,0.190482359,0.958940029,1.033659191,0.743799984
114,0.218572948,0.955640018,1.054911722,0.737600029
115,0.216580547,0.957379997,1.073306052,0.735899985
116,0.248295745,0.951960027,0.995385328,0.752799988
117,0.252382961,0.948800027,1.114383092,0.72359997
118,0.252024987,0.948159993,1.050781637,0.738499999
119,0.289973029,0.942399979,1.116040076,0.728100002
120,0.274018198,0.942759991,1.078498706,0.73360002
121,0.191516664,0.96329999,0.943282837,0.761200011
122,0.193308252,0.969120026,0.925612465,0.768000007
123,0.18270791,0.972899973,0.912991356,0.76849997
124,0.197932003,0.961920023,0.918869486,0.769599974
125,0.098098159,0.985000014,0.88725517,0.776000023
126,0.228047218,0.951539993,0.915498957,0.770799994
127,0.186575004,0.962100029,0.911681567,0.76819998
128,0.181922631,0.964060009,0.903333905,0.770399988
129,0.183691959,0.96232003,0.914348159,0.771499991
130,0.156250578,0.969780028,0.887327651,0.775600016
131,0.144133191,0.974080026,0.885288065,0.77700001
132,0.179721397,0.965560019,0.891565534,0.773999989
133,0.216458949,0.952480018,0.898724415,0.775600016
134,0.16561698,0.965820014,0.886820617,0.773599982
135,0.209846103,0.949779987,0.931205711,0.766099989
136,0.126282297,0.975160003,0.875843284,0.776499987
137,0.168646148,0.965279996,0.878876683,0.775399983
138,0.188901149,0.963,0.908575402,0.775200009
139,0.215404369,0.95697999,0.902144403,0.773599982
140,0.168389661,0.967299998,0.895192496,0.774699986
141,0.186569537,0.957499981,0.883109289,0.774600029
142,0.205318375,0.955860019,0.882690227,0.77609998
143,0.186067719,0.958239973,0.881308784,0.778100014
144,0.175303039,0.955799997,0.891269324,0.774900019
145,0.1781748,0.969179988,0.893545966,0.772700012
146,0.213099374,0.954540014,0.859621222,0.779900014
147,0.175177338,0.96548003,0.901302617,0.773699999
148,0.196375492,0.958019972,0.883858187,0.776499987
149,0.221820732,0.955259979,0.897265045,0.772499979
150,0.179533133,0.96578002,0.904741203,0.774800003
151,0.161995106,0.964619994,0.865208039,0.779600024
152,0.157465469,0.967480004,0.864431501,0.781000018
153,0.177274592,0.964359999,0.865772696,0.782100022
154,0.176915097,0.960280001,0.855441458,0.784200013
155,0.159688476,0.961220026,0.874984076,0.779399991
156,0.186643184,0.956759989,0.858369184,0.783599973
157,0.205661546,0.958140016,0.871459551,0.779999971
158,0.160423557,0.971800029,0.861527433,0.782500029
159,0.178657828,0.962180018,0.865263707,0.781799972
160,0.17488031,0.965279996,0.870125495,0.784099996
161,0.100371681,0.980620027,0.846999573,0.787699997
162,0.120353199,0.980379999,0.855249619,0.787
163,0.146352324,0.974940002,0.849723178,0.785700023
164,0.15397099,0.973580003,0.838041719,0.789600015
165,0.197273175,0.956420004,0.841501393,0.788699985
166,0.177873905,0.963500023,0.843773783,0.786499977
167,0.152328632,0.967939973,0.844086439,0.787100017
168,0.184088993,0.961199999,0.848696068,0.787899971
169,0.124301423,0.980120003,0.842459891,0.788299978
170,0.158368176,0.961459994,0.85743127,0.783599973
171,0.143851045,0.966499984,0.841398162,0.788100004
172,0.24063309,0.945980012,0.853848913,0.784399986
173,0.164611399,0.973100007,0.848788379,0.785899997
174,0.134605686,0.973839998,0.84312072,0.787400007
175,0.154510331,0.964540005,0.846842932,0.784500003
176,0.192790935,0.958959997,0.856923906,0.78579998
177,0.152827809,0.967019975,0.83988443,0.787699997
178,0.168577068,0.966019988,0.846268103,0.78490001
179,0.180401152,0.96509999,0.852243582,0.785000026
180,0.140704149,0.972239971,0.852507591,0.783999979
181,0.177575684,0.961579978,0.837854824,0.786300004
182,0.153752994,0.968159974,0.832802902,0.788500011
183,0.116571408,0.977840006,0.835241121,0.78609997
184,0.15474982,0.968999982,0.845939687,0.785300016
185,0.184633228,0.958239973,0.83878129,0.787899971
186,0.192369509,0.960560024,0.840588786,0.785600007
187,0.163201106,0.960959971,0.833623141,0.787999988
188,0.167834695,0.969319999,0.838276535,0.786499977
189,0.162065173,0.967859983,0.83190375,0.788800001
190,0.096917787,0.981480002,0.827703149,0.788999975
191,0.165383675,0.969980001,0.836017072,0.787100017
192,0.160086469,0.957639992,0.842471782,0.788800001
193,0.156208091,0.964100003,0.840842988,0.787500024
194,0.175627076,0.956040025,0.843280043,0.786899984
195,0.134084343,0.971920013,0.832701683,0.788399994
196,0.173166648,0.962539971,0.849228766,0.78490001
197,0.158746635,0.965160012,0.846722762,0.786599994
198,0.130182117,0.976480007,0.83566369,0.787400007
199,0.148885723,0.968779981,0.835051775,0.787899971
200,0.134271773,0.976260006,0.837010098,0.789300025
""
epoch,train_loss,train_acc,test_loss,test_acc
