epoch,train_loss,train_acc,test_loss,test_acc
184,0.007157119,0.99976,1.768087211,0.629700005
185,0.007038759,0.9998,1.767017183,0.628700018
186,0.00712485,0.99974,1.766309743,0.627900004
187,0.007034103,0.9998,1.763195833,0.629000008
188,0.007113678,0.9998,1.76719014,0.629000008
189,0.007146418,0.99972,1.767154302,0.629199982
190,0.007169318,0.9998,1.767677908,0.629599988
191,0.007113531,0.9998,1.765662309,0.628600001
192,0.007192823,0.99976,1.771059979,0.631600022
193,0.007180724,0.9998,1.76665618,0.629299998
194,0.00701585,0.99974,1.77378113,0.629499972
195,0.007018422,0.99982,1.770803682,0.629599988
196,0.007199405,0.99976,1.771584369,0.628600001
197,0.007147247,0.99974,1.772563425,0.630200028
198,0.007146553,0.99984,1.774470942,0.627699971
199,0.007187919,0.99976,1.773638319,0.628099978
200,0.007166192,0.99976,1.774647548,0.628000021
""
epoch,train_loss,train_acc,test_loss,test_acc
