epoch,train_loss,train_acc,test_loss,test_acc
163,0.661200285,0.892154455,0.911785145,0.788299978
164,0.672646112,0.889449298,0.890417642,0.788399994
165,0.753965107,0.869423509,0.865233206,0.791299999
166,0.708651118,0.881803691,0.934507193,0.786199987
167,0.702718507,0.881255686,0.857924506,0.791400015
168,0.659246706,0.887553573,0.878819259,0.789699972
169,0.694810774,0.884254217,0.875173067,0.787400007
170,0.716312405,0.878344357,0.892381232,0.788200021
171,0.646794357,0.894359827,0.903013907,0.788399994
172,0.622310296,0.897494853,0.852660504,0.792400002
173,0.685910517,0.8828637,0.868866256,0.790199995
174,0.662368556,0.88799727,0.910934379,0.787199974
175,0.774952448,0.866474926,0.850939768,0.792299986
176,0.776766048,0.866359353,0.877837493,0.791199982
177,0.670795436,0.888742268,0.880534134,0.790600002
178,0.620541734,0.896419168,0.855743536,0.792900026
179,0.699722643,0.88077563,0.850931576,0.791499972
180,0.733337725,0.876173854,0.849244916,0.792999983
181,0.683212147,0.886567414,0.886518275,0.791100025
182,0.735252104,0.874897182,0.881881467,0.791299999
183,0.751711292,0.871881783,0.904110674,0.791400015
184,0.794562429,0.863078833,0.927935535,0.787
185,0.695426116,0.880072713,0.881588621,0.788500011
186,0.757918854,0.866033852,0.881351874,0.791700006
187,0.755544807,0.870038271,0.888704266,0.790099978
188,0.730310373,0.87735045,0.880212546,0.791400015
189,0.716348623,0.878311098,0.842087377,0.792999983
190,0.694520023,0.882739007,0.844414452,0.791899979
191,0.731666391,0.872025013,0.84155787,0.790300012
192,0.676030218,0.883857906,0.86856867,0.792599976
193,0.789312292,0.860396564,0.895820861,0.789900005
194,0.681435463,0.886265635,0.871539186,0.793799996
195,0.767324328,0.865854323,0.887511535,0.791499972
196,0.756243856,0.869306982,0.867356581,0.790899992
197,0.666452759,0.884090781,0.834399987,0.789699972
198,0.715016877,0.876609147,0.880801273,0.788399994
199,0.70122007,0.880002439,0.923356763,0.78609997
200,0.739468474,0.869749844,0.88869583,0.789499998
""
epoch,train_loss,train_acc,test_loss,test_acc
